date,tenor_bucket,a,b,rho,m,sigma,error,quotes
2024-07-31 00:00:00+00:00,365d,-0.11797594369960622,0.4142873120783256,-0.5474163949056925,-1.101715140015017,1.2546536349009214,2.986916901130099e-05,17.0
2024-08-01 00:00:00+00:00,365d,-0.6785717267348291,0.5829002925882594,-0.5273208695053594,-1.4429331986754514,2.0,5.534266826755008e-05,27.0
2024-08-02 00:00:00+00:00,365d,-0.3773429314605737,0.5159678087511711,0.7440561730287248,1.9924791962296877,2.0,7.585804246568667e-05,25.0
2024-08-03 00:00:00+00:00,365d,-0.346778538623291,0.7367523192676821,0.8073550454060938,1.9737867964962377,1.534846568115479,0.0002499784240188869,17.0
2024-08-04 00:00:00+00:00,365d,-0.3974429788459676,0.35896869571386886,-0.12795429819238588,-0.37015321910719035,2.0,0.00012892432848763508,24.0
2024-08-05 00:00:00+00:00,365d,-1.0,0.7656691574730131,-0.4615571286426107,-1.1529862776154727,1.9901402669367452,0.0007075199014686144,38.0
2024-08-06 00:00:00+00:00,365d,0.10712776700949642,0.22631087036992772,0.34209357949859925,0.41235141234247485,1.2038990657905608,0.00011636618277507409,20.0
2024-08-07 00:00:00+00:00,365d,-0.4492958503895991,1.2727083037391642,-0.8083441242244322,-1.6361785137121871,1.096748492876632,0.00018882949010442601,23.0
2024-08-08 00:00:00+00:00,365d,-0.9662836428459073,0.847437922225593,-0.6286024695030085,-1.7235885809250688,2.0,0.00011948530784213068,28.0
2024-08-09 00:00:00+00:00,365d,-0.5310621937425417,0.48845541239788665,-0.41969938580528204,-1.026551312941772,2.0,6.169429326179372e-05,25.0
2024-08-10 00:00:00+00:00,365d,-0.5310621937425417,0.48845541239788665,-0.41969938580528204,-1.026551312941772,2.0,6.169429326179372e-05,25.0
2024-08-11 00:00:00+00:00,365d,-0.48502077624043133,0.43722594665042275,-0.29720968021516,-0.6806186427834531,2.0,0.00011962801926957003,16.0
2024-08-12 00:00:00+00:00,365d,-0.37153561447691535,0.3928344557131539,-0.32474929773210265,-0.7980659967548923,1.9848381753329,6.169817766668187e-05,24.0
2024-08-13 00:00:00+00:00,365d,-0.22332941895695022,0.4550709008316269,0.7560440312174436,2.0,1.9999674032051646,4.0586016564778826e-05,13.0
2024-08-14 00:00:00+00:00,365d,-0.2846924297584652,0.3304808528444942,0.0538952705328903,0.16021280755861653,2.0,6.467065211828796e-05,17.0
2024-08-15 00:00:00+00:00,365d,-0.7887112964713128,0.6698209318784293,-0.514362082186379,-1.3093122950190175,2.0,1.8961216333760103e-05,12.0
2024-08-16 00:00:00+00:00,365d,-0.7887112964713128,0.6698209318784293,-0.514362082186379,-1.3093122950190175,2.0,1.8961216333760103e-05,12.0
2024-08-17 00:00:00+00:00,365d,-0.7887112964713128,0.6698209318784293,-0.514362082186379,-1.3093122950190175,2.0,1.8961216333760103e-05,12.0
2024-08-18 00:00:00+00:00,365d,-0.7887112964713128,0.6698209318784293,-0.514362082186379,-1.3093122950190175,2.0,1.8961216333760103e-05,12.0
2024-08-19 00:00:00+00:00,365d,-0.7887112964713128,0.6698209318784293,-0.514362082186379,-1.3093122950190175,2.0,1.8961216333760103e-05,12.0
2024-08-20 00:00:00+00:00,365d,-0.7887112964713128,0.6698209318784293,-0.514362082186379,-1.3093122950190175,2.0,1.8961216333760103e-05,12.0
2024-08-21 00:00:00+00:00,365d,-0.7887112964713128,0.6698209318784293,-0.514362082186379,-1.3093122950190175,2.0,1.8961216333760103e-05,12.0
2024-08-22 00:00:00+00:00,365d,-0.7887112964713128,0.6698209318784293,-0.514362082186379,-1.3093122950190175,2.0,1.8961216333760103e-05,12.0
2024-08-23 00:00:00+00:00,365d,-0.7887112964713128,0.6698209318784293,-0.514362082186379,-1.3093122950190175,2.0,1.8961216333760103e-05,12.0
